0	2
0.005	2.00501
0.01	2.01005
0.015	2.01511
0.02	2.0202
0.025	2.02531
0.03	2.03045
0.035	2.03561
0.04	2.0408
0.045	2.04601
0.05	2.05125
0.055	2.05651
0.06	2.0618
0.065	2.06711
0.07	2.07245
0.075	2.07781
0.08	2.0832
0.085	2.08861
0.09	2.09405
0.095	2.09951
0.1	2.105
0.105	2.11051
0.11	2.11605
0.115	2.12161
0.12	2.1272
0.125	2.13281
0.13	2.13845
0.135	2.14411
0.14	2.1498
0.145	2.15551
0.15	2.16125
0.155	2.16701
0.16	2.1728
0.165	2.17861
0.17	2.18445
0.175	2.19031
0.18	2.1962
0.185	2.20211
0.19	2.20805
0.195	2.21401
0.2	2.22
0.205	2.22601
0.21	2.23205
0.215	2.23811
0.22	2.2442
0.225	2.25031
0.23	2.25645
0.235	2.26261
0.24	2.2688
0.245	2.27501
0.25	2.28125
0.255	2.28751
0.26	2.2938
0.265	2.30011
0.27	2.30645
0.275	2.31281
0.28	2.3192
0.285	2.32561
0.29	2.33205
0.295	2.33851
0.3	2.345
0.305	2.35151
0.31	2.35805
0.315	2.36461
0.32	2.3712
0.325	2.37781
0.33	2.38445
0.335	2.39111
0.34	2.3978
0.345	2.40451
0.35	2.41125
0.355	2.41801
0.36	2.4248
0.365	2.43161
0.37	2.43845
0.375	2.44531
0.38	2.4522
0.385	2.45911
0.39	2.46605
0.395	2.47301
0.4	2.48
0.405	2.48701
0.41	2.49405
0.415	2.50111
0.42	2.5082
0.425	2.51531
0.43	2.52245
0.435	2.52961
0.44	2.5368
0.445	2.54401
0.45	2.55125
0.455	2.55851
0.46	2.5658
0.465	2.57311
0.47	2.58045
0.475	2.58781
0.48	2.5952
0.485	2.60261
0.49	2.61005
0.495	2.61751
0.5	2.625
0.505	2.63251
0.51	2.64005
0.515	2.64761
0.52	2.6552
0.525	2.66281
0.53	2.67045
0.535	2.67811
0.54	2.6858
0.545	2.69351
0.55	2.70125
0.555	2.70901
0.56	2.7168
0.565	2.72461
0.57	2.73245
0.575	2.74031
0.58	2.7482
0.585	2.75611
0.59	2.76405
0.595	2.77201
0.6	2.78
0.605	2.78801
0.61	2.79605
0.615	2.80411
0.62	2.8122
0.625	2.82031
0.63	2.82845
0.635	2.83661
0.64	2.8448
0.645	2.85301
0.65	2.86125
0.655	2.86951
0.66	2.8778
0.665	2.88611
0.67	2.89445
0.675	2.90281
0.68	2.9112
0.685	2.91961
0.69	2.92805
0.695	2.93651
0.7	2.945
0.705	2.95351
0.71	2.96205
0.715	2.97061
0.72	2.9792
0.725	2.98781
0.73	2.99645
0.735	3.00511
0.74	3.0138
0.745	3.02251
0.75	3.03125
0.755	3.04001
0.76	3.0488
0.765	3.05761
0.77	3.06645
0.775	3.07531
0.78	3.0842
0.785	3.09311
0.79	3.10205
0.795	3.11101
0.8	3.12
0.805	3.12901
0.81	3.13805
0.815	3.14711
0.82	3.1562
0.825	3.16531
0.83	3.17445
0.835	3.18361
0.84	3.1928
0.845	3.20201
0.85	3.21125
0.855	3.22051
0.86	3.2298
0.865	3.23911
0.87	3.24845
0.875	3.25781
0.88	3.2672
0.885	3.27661
0.89	3.28605
0.895	3.29551
0.9	3.305
0.905	3.31451
0.91	3.32405
0.915	3.33361
0.92	3.3432
0.925	3.35281
0.93	3.36245
0.935	3.37211
0.94	3.3818
0.945	3.39151
0.95	3.40125
0.955	3.41101
0.96	3.4208
0.965	3.43061
0.97	3.44045
0.975	3.45031
0.98	3.4602
0.985	3.47011
0.99	3.48005
0.995	3.49001
